Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
MSRB3	ENST00000308259.5	methionine sulfoxide reductase B3 	83	3	1	1	1	1	hsa-miR-126-5p	-0.26	-0.28	N/A
NEGR1	ENST00000357731.5	neuronal growth regulator 1 	28	7	0	2	5	4	hsa-miR-126-5p	-0.26	-0.39	N/A
LMO4	ENST00000370544.5	LIM domain only 4 	294	4	0	1	3	1	hsa-miR-126-5p	-0.26	-0.41	N/A
OSTF1	ENST00000346234.6	osteoclast stimulating factor 1 	107	3	1	1	1	3	hsa-miR-126-5p	-0.26	-0.38	N/A
IVD	ENST00000249760.2	isovaleryl-CoA dehydrogenase 	484	3	1	0	2	0	hsa-miR-126-5p	-0.26	-0.29	N/A
NXNL2	ENST00000375854.3	nucleoredoxin-like 2 	198	2	0	0	2	0	hsa-miR-126-5p	-0.26	-0.26	N/A
AC008964.1	ENST00000593965.1		5	2	0	2	0	3	hsa-miR-126-5p	-0.26	-0.26	N/A
COMMD10	ENST00000274458.4	COMM domain containing 10 	108	3	1	1	1	1	hsa-miR-126-5p	-0.26	-0.26	N/A
KIAA1456	ENST00000524591.2	KIAA1456 	24	6	2	1	3	6	hsa-miR-126-5p	-0.26	-0.28	N/A
CASK	ENST00000421587.2	calcium/calmodulin-dependent serine protein kinase (MAGUK family) 	892	2	2	0	0	2	hsa-miR-126-5p	-0.25	-0.27	N/A
ZNF567	ENST00000536254.2	zinc finger protein 567 	1031	2	1	1	0	0	hsa-miR-126-5p	-0.25	-0.25	N/A
EGFL6	ENST00000380602.3	EGF-like-domain, multiple 6 	5	1	1	0	0	0	hsa-miR-126-5p	-0.25	-0.25	N/A
ZNF622	ENST00000308683.2	zinc finger protein 622 	145	1	1	0	0	0	hsa-miR-126-5p	-0.25	-0.25	N/A
CASP1	ENST00000533400.1	caspase 1, apoptosis-related cysteine peptidase 	5	2	0	0	2	0	hsa-miR-126-5p	-0.25	-0.25	N/A
RGS17	ENST00000367225.2	regulator of G-protein signaling 17 	11	8	1	2	5	8	hsa-miR-126-5p	-0.25	-0.48	N/A
MR1	ENST00000367580.5	major histocompatibility complex, class I-related 	107	4	4	0	0	2	hsa-miR-126-5p	-0.25	-0.42	N/A
FAM177B	ENST00000445590.2	family with sequence similarity 177, member B 	5	1	0	0	1	2	hsa-miR-126-5p	-0.25	-0.25	N/A
C4orf26	ENST00000311623.4	chromosome 4 open reading frame 26 	5	2	1	0	1	1	hsa-miR-126-5p	-0.25	-0.25	N/A
MS4A1	ENST00000534668.1	membrane-spanning 4-domains, subfamily A, member 1 	5	2	0	0	2	3	hsa-miR-126-5p	-0.25	-0.25	N/A
HOXB2	ENST00000330070.4	homeobox B2 	1282	2	1	1	0	1	hsa-miR-126-5p	-0.25	-0.27	N/A
SLC25A21	ENST00000331299.5	solute carrier family 25 (mitochondrial oxoadipate carrier), member 21 	110	4	0	1	3	0	hsa-miR-126-5p	-0.25	-0.28	N/A
FAM216B	ENST00000537894.1	family with sequence similarity 216, member B 	5	7	0	1	6	4	hsa-miR-126-5p	-0.25	-0.33	N/A
PRAMEF2	ENST00000240189.2	PRAME family member 2 	5	1	0	1	0	0	hsa-miR-126-5p	-0.25	-0.25	N/A
TMEM107	ENST00000532998.1	transmembrane protein 107 	585	4	0	0	4	1	hsa-miR-126-5p	-0.25	-0.36	N/A
SNTN	ENST00000343837.3	sentan, cilia apical structure protein 	5	1	0	0	1	2	hsa-miR-126-5p	-0.25	-0.25	N/A
KPNA5	ENST00000368564.1	karyopherin alpha 5 (importin alpha 6) 	76	3	0	0	3	2	hsa-miR-126-5p	-0.25	-0.32	N/A
OAS1	ENST00000452357.2	2'-5'-oligoadenylate synthetase 1, 40/46kDa 	9	1	1	0	0	1	hsa-miR-126-5p	-0.24	-0.24	N/A
C6orf136	ENST00000376473.5	chromosome 6 open reading frame 136 	307	1	0	0	1	2	hsa-miR-126-5p	-0.24	-0.34	N/A
AC073610.5	ENST00000537495.1	Uncharacterized protein  	11	2	0	0	2	0	hsa-miR-126-5p	-0.24	-0.62	N/A
SDPR	ENST00000304141.4	serum deprivation response 	38	1	1	0	0	1	hsa-miR-126-5p	-0.24	-0.26	N/A
KARS	ENST00000568378.1	lysyl-tRNA synthetase 	2738	2	0	1	1	1	hsa-miR-126-5p	-0.24	-0.30	N/A
METTL2A	ENST00000311506.5	methyltransferase like 2A 	14	3	1	0	2	0	hsa-miR-126-5p	-0.24	-0.27	N/A
AC016559.1	ENST00000594347.1	Uncharacterized protein  	15	2	0	0	2	2	hsa-miR-126-5p	-0.24	-0.24	N/A
MAMDC2	ENST00000377182.4	MAM domain containing 2 	365	2	0	0	2	1	hsa-miR-126-5p	-0.24	-0.24	N/A
IGJ	ENST00000254801.4	immunoglobulin J polypeptide, linker protein for immunoglobulin alpha and mu polypeptides 	5	1	0	0	1	2	hsa-miR-126-5p	-0.24	-0.24	N/A
GSTA5	ENST00000370989.2	glutathione S-transferase alpha 5 	5	1	0	0	1	0	hsa-miR-126-5p	-0.24	-0.24	N/A
MBOAT1	ENST00000541730.1	membrane bound O-acyltransferase domain containing 1 	98	2	1	0	1	3	hsa-miR-126-5p	-0.24	-0.28	N/A
FBXO36	ENST00000373652.3	F-box protein 36 	5	3	1	0	2	1	hsa-miR-126-5p	-0.24	-0.24	N/A
ASCL3	ENST00000325884.1	achaete-scute complex homolog 3 (Drosophila) 	5	1	0	0	1	0	hsa-miR-126-5p	-0.24	-0.24	N/A
TMEM243	ENST00000257637.3	transmembrane protein 243, mitochondrial 	25	1	0	0	1	1	hsa-miR-126-5p	-0.24	-0.24	N/A
TACO1	ENST00000258975.6	translational activator of mitochondrially encoded cytochrome c oxidase I 	755	2	1	1	0	1	hsa-miR-126-5p	-0.24	-0.27	N/A
MUC15	ENST00000455601.2	mucin 15, cell surface associated 	7	2	0	0	2	2	hsa-miR-126-5p	-0.24	-0.24	N/A
ZNF431	ENST00000311048.7	zinc finger protein 431 	93	10	0	4	6	6	hsa-miR-126-5p	-0.24	-0.57	N/A
UPRT	ENST00000373379.1	uracil phosphoribosyltransferase (FUR1) homolog (S. cerevisiae) 	943	1	1	0	0	1	hsa-miR-126-5p	-0.24	-0.24	N/A
DNAJC1	ENST00000376980.3	DnaJ (Hsp40) homolog, subfamily C, member 1 	5	1	0	0	1	0	hsa-miR-126-5p	-0.24	-0.24	N/A
LYPLA1	ENST00000316963.3	lysophospholipase I 	57	4	1	1	2	5	hsa-miR-126-5p	-0.24	-0.24	N/A
TMX1	ENST00000457354.2	thioredoxin-related transmembrane protein 1 	3176	2	1	0	1	2	hsa-miR-126-5p	-0.24	-0.26	N/A
CYP27C1	ENST00000335247.7	cytochrome P450, family 27, subfamily C, polypeptide 1 	5	2	0	0	2	1	hsa-miR-126-5p	-0.24	-0.24	N/A
SH2D1A	ENST00000371139.4	SH2 domain containing 1A 	5	2	0	1	1	2	hsa-miR-126-5p	-0.24	-0.24	N/A
PEX3	ENST00000367591.4	peroxisomal biogenesis factor 3 	314	2	0	1	1	1	hsa-miR-126-5p	-0.24	-0.32	N/A
ASPH	ENST00000356457.5	aspartate beta-hydroxylase 	3013	2	0	1	1	4	hsa-miR-126-5p	-0.24	-0.24	N/A
PUS7	ENST00000356362.2	pseudouridylate synthase 7 homolog (S. cerevisiae) 	150	2	0	0	2	3	hsa-miR-126-5p	-0.23	-0.30	N/A
FSD1L	ENST00000374710.3	fibronectin type III and SPRY domain containing 1-like 	16	5	1	3	1	3	hsa-miR-126-5p	-0.23	-0.28	N/A
DAOA	ENST00000329625.5	D-amino acid oxidase activator 	5	2	0	1	1	1	hsa-miR-126-5p	-0.23	-0.23	N/A
TNFSF18	ENST00000404377.3	tumor necrosis factor (ligand) superfamily, member 18 	5	2	0	0	2	0	hsa-miR-126-5p	-0.23	-0.23	N/A
NT5DC4	ENST00000327581.4	5'-nucleotidase domain containing 4 	5	2	1	0	1	0	hsa-miR-126-5p	-0.23	-0.23	N/A
ZFY	ENST00000383052.1	zinc finger protein, Y-linked 	5	3	0	2	1	3	hsa-miR-126-5p	-0.23	-0.23	N/A
MSH4	ENST00000263187.3	mutS homolog 4 	5	1	1	0	0	0	hsa-miR-126-5p	-0.23	-0.23	N/A
CFHR3	ENST00000367425.4	complement factor H-related 3 	5	2	1	0	1	0	hsa-miR-126-5p	-0.23	-0.23	N/A
UBA3	ENST00000415609.2	ubiquitin-like modifier activating enzyme 3 	96	2	1	0	1	0	hsa-miR-126-5p	-0.23	-0.25	N/A
ARL11	ENST00000282026.1	ADP-ribosylation factor-like 11 	5	4	3	1	0	1	hsa-miR-126-5p	-0.23	-0.23	N/A
AC008132.1	ENST00000342888.3	Uncharacterized protein  	5	1	0	0	1	2	hsa-miR-126-5p	-0.23	-0.23	N/A
REG1A	ENST00000233735.1	regenerating islet-derived 1 alpha 	5	1	0	0	1	0	hsa-miR-126-5p	-0.23	-0.23	N/A
DMRT2	ENST00000259622.6	doublesex and mab-3 related transcription factor 2 	5	2	1	1	0	1	hsa-miR-126-5p	-0.23	-0.23	N/A
PRDM6	ENST00000407847.4	PR domain containing 6 	69	5	1	1	3	1	hsa-miR-126-5p	-0.23	-0.28	N/A
DNAJB4	ENST00000370763.5	DnaJ (Hsp40) homolog, subfamily B, member 4 	633	7	4	2	1	6	hsa-miR-126-5p	-0.23	-0.34	N/A
ZFP14	ENST00000270001.7	ZFP14 zinc finger protein 	109	3	1	0	2	6	hsa-miR-126-5p	-0.23	-0.42	N/A
FGD2	ENST00000274963.8	FYVE, RhoGEF and PH domain containing 2 	5	2	2	0	0	0	hsa-miR-126-5p	-0.23	-0.23	N/A
PNMT	ENST00000269582.2	phenylethanolamine N-methyltransferase 	6	1	0	0	1	0	hsa-miR-126-5p	-0.23	-0.23	N/A
TMSB15B	ENST00000540220.1	thymosin beta 15B 	211	1	0	0	1	0	hsa-miR-126-5p	-0.23	-0.23	N/A
GSTA3	ENST00000370968.1	glutathione S-transferase alpha 3 	5	1	0	0	1	0	hsa-miR-126-5p	-0.23	-0.23	N/A
PLEKHF1	ENST00000436066.3	pleckstrin homology domain containing, family F (with FYVE domain) member 1 	50	1	1	0	0	0	hsa-miR-126-5p	-0.23	-0.23	N/A
TMEM41B	ENST00000528080.1	transmembrane protein 41B 	191	2	2	0	0	0	hsa-miR-126-5p	-0.23	-0.29	N/A
L3MBTL4	ENST00000400105.2	l(3)mbt-like 4 (Drosophila) 	37	3	1	1	1	0	hsa-miR-126-5p	-0.23	-0.25	N/A
SERF1A	ENST00000354833.3	small EDRK-rich factor 1A (telomeric) 	5	2	0	1	1	1	hsa-miR-126-5p	-0.23	-0.23	N/A
SERF1B	ENST00000380750.3	small EDRK-rich factor 1B (centromeric) 	5	2	0	1	1	1	hsa-miR-126-5p	-0.23	-0.23	N/A
GABPA	ENST00000354828.3	GA binding protein transcription factor, alpha subunit 60kDa 	8	2	0	0	2	0	hsa-miR-126-5p	-0.23	-0.23	N/A
CELA2A	ENST00000359621.4	chymotrypsin-like elastase family, member 2A 	5	1	0	0	1	0	hsa-miR-126-5p	-0.23	-0.23	N/A
OR5T1	ENST00000313033.2	olfactory receptor, family 5, subfamily T, member 1 	5	1	0	0	1	0	hsa-miR-126-5p	-0.23	-0.23	N/A
ZNF627	ENST00000588174.1	zinc finger protein 627 	105	1	1	0	0	0	hsa-miR-126-5p	-0.23	-0.23	N/A
BDNF	ENST00000439476.2	brain-derived neurotrophic factor 	2696	1	0	0	1	1	hsa-miR-126-5p	-0.23	-0.23	N/A
ACBD6	ENST00000367595.3	acyl-CoA binding domain containing 6 	2759	1	0	0	1	0	hsa-miR-126-5p	-0.23	-0.23	N/A
C9orf57	ENST00000377024.3	chromosome 9 open reading frame 57 	5	1	0	0	1	1	hsa-miR-126-5p	-0.23	-0.23	N/A
UGT2B28	ENST00000511240.1	UDP glucuronosyltransferase 2 family, polypeptide B28 	5	1	0	0	1	1	hsa-miR-126-5p	-0.23	-0.23	N/A
ESRRG	ENST00000361525.3	estrogen-related receptor gamma 	5	5	3	1	1	2	hsa-miR-126-5p	-0.23	-0.23	N/A
ARL15	ENST00000502271.1	ADP-ribosylation factor-like 15 	119	2	0	0	2	1	hsa-miR-126-5p	-0.22	-0.25	N/A
HN1L	ENST00000248098.3	hematological and neurological expressed 1-like 	1302	2	2	0	0	0	hsa-miR-126-5p	-0.22	-0.23	N/A
IL7	ENST00000263851.4	interleukin 7 	5	2	1	0	1	1	hsa-miR-126-5p	-0.22	-0.22	N/A
CFC1B	ENST00000281882.3	cripto, FRL-1, cryptic family 1B 	5	1	0	0	1	0	hsa-miR-126-5p	-0.22	-0.22	N/A
CFC1	ENST00000259216.4	cripto, FRL-1, cryptic family 1 	5	1	0	0	1	0	hsa-miR-126-5p	-0.22	-0.22	N/A
RABL3	ENST00000273375.3	RAB, member of RAS oncogene family-like 3 	165	4	1	1	2	0	hsa-miR-126-5p	-0.22	-0.45	N/A
ZPLD1	ENST00000306176.1	zona pellucida-like domain containing 1 	5	2	0	2	0	3	hsa-miR-126-5p	-0.22	-0.22	N/A
C12orf40	ENST00000324616.5	chromosome 12 open reading frame 40 	5	3	0	1	2	1	hsa-miR-126-5p	-0.22	-0.22	N/A
RGS20	ENST00000297313.3	regulator of G-protein signaling 20 	77	1	0	0	1	0	hsa-miR-126-5p	-0.22	-0.22	N/A
SHH	ENST00000297261.2	sonic hedgehog 	32	3	0	0	3	1	hsa-miR-126-5p	-0.22	-0.32	N/A
UBTD2	ENST00000393792.2	ubiquitin domain containing 2 	297	1	0	0	1	3	hsa-miR-126-5p	-0.22	-0.22	N/A
WWC1	ENST00000265293.4	WW and C2 domain containing 1 	43	3	1	0	2	0	hsa-miR-126-5p	-0.22	-0.24	N/A
NDUFS1	ENST00000233190.6	NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase) 	1041	7	2	1	4	3	hsa-miR-126-5p	-0.22	-0.29	N/A
RP11-863K10.7	ENST00000330539.1	Uncharacterized protein  	5	2	0	1	1	0	hsa-miR-126-5p	-0.22	-0.22	N/A
GCG	ENST00000418842.2	glucagon 	5	1	1	0	0	0	hsa-miR-126-5p	-0.22	-0.22	N/A
TAOK3	ENST00000419821.2	TAO kinase 3 	8	2	1	0	1	0	hsa-miR-126-5p	-0.22	-0.22	N/A
IL17D	ENST00000304920.3	interleukin 17D 	130	1	1	0	0	0	hsa-miR-126-5p	-0.22	-0.22	N/A
EFCAB6	ENST00000356087.4	EF-hand calcium binding domain 6 	23	3	0	2	1	4	hsa-miR-126-5p	-0.22	-0.29	N/A
CTD-2600O9.1	ENST00000564282.1	Homo sapiens uncharacterized LOC388282 (LOC388282), mRNA. 	5	1	0	1	0	0	hsa-miR-126-5p	-0.22	-0.22	N/A
TIMM9	ENST00000395159.2	translocase of inner mitochondrial membrane 9 homolog (yeast) 	539	1	0	0	1	1	hsa-miR-126-5p	-0.22	-0.22	N/A
C10orf126	ENST00000375520.1	chromosome 10 open reading frame 126 	5	3	1	2	0	0	hsa-miR-126-5p	-0.22	-0.22	N/A
RGS1	ENST00000367459.3	regulator of G-protein signaling 1 	5	1	1	0	0	1	hsa-miR-126-5p	-0.22	-0.22	N/A
CAMK2A	ENST00000348628.6	calcium/calmodulin-dependent protein kinase II alpha 	5	2	2	0	0	0	hsa-miR-126-5p	-0.22	-0.22	N/A
TMEM9B	ENST00000309134.5	TMEM9 domain family, member B 	195	1	1	0	0	1	hsa-miR-126-5p	-0.22	-0.27	N/A
DGKH	ENST00000261491.5	diacylglycerol kinase, eta 	46	6	0	4	2	7	hsa-miR-126-5p	-0.22	-0.35	N/A
RP11-796G6.2	ENST00000556973.1	Uncharacterized protein  	40	1	0	0	1	0	hsa-miR-126-5p	-0.22	-0.22	N/A
MSR1	ENST00000350896.3	macrophage scavenger receptor 1 	5	4	1	1	2	1	hsa-miR-126-5p	-0.21	-0.21	N/A
CDKN2AIPNL	ENST00000458198.2	CDKN2A interacting protein N-terminal like 	133	5	0	3	2	0	hsa-miR-126-5p	-0.21	-0.30	N/A
PPIL1	ENST00000373699.5	peptidylprolyl isomerase (cyclophilin)-like 1 	662	2	1	1	0	1	hsa-miR-126-5p	-0.21	-0.21	N/A
MMGT1	ENST00000305963.2	membrane magnesium transporter 1 	113	2	2	0	0	3	hsa-miR-126-5p	-0.21	-0.32	N/A
GLE1	ENST00000309971.4	GLE1 RNA export mediator 	303	2	1	0	1	0	hsa-miR-126-5p	-0.21	-0.28	N/A
ACADL	ENST00000233710.3	acyl-CoA dehydrogenase, long chain 	5	2	0	1	1	2	hsa-miR-126-5p	-0.21	-0.21	N/A
PTPN20B	ENST00000374240.3	protein tyrosine phosphatase, non-receptor type 20B 	5	3	0	1	2	3	hsa-miR-126-5p	-0.21	-0.21	N/A
AKR1B10	ENST00000359579.4	aldo-keto reductase family 1, member B10 (aldose reductase) 	5	1	0	0	1	0	hsa-miR-126-5p	-0.21	-0.21	N/A
PTPN20A	ENST00000374346.3	protein tyrosine phosphatase, non-receptor type 20A 	5	3	0	1	2	3	hsa-miR-126-5p	-0.21	-0.21	N/A
GYG2	ENST00000381163.3	glycogenin 2 	67	3	2	1	0	0	hsa-miR-126-5p	-0.21	-0.41	N/A
TCAIM	ENST00000342649.4	T cell activation inhibitor, mitochondrial 	844	2	0	0	2	2	hsa-miR-126-5p	-0.21	-0.21	N/A
DNAH14	ENST00000366848.1	dynein, axonemal, heavy chain 14 	221	1	1	0	0	0	hsa-miR-126-5p	-0.21	-0.39	N/A
SCAP	ENST00000265565.5	SREBF chaperone 	160	1	1	0	0	0	hsa-miR-126-5p	-0.21	-0.22	N/A
PDE7B	ENST00000308191.6	phosphodiesterase 7B 	148	3	1	1	1	0	hsa-miR-126-5p	-0.21	-0.23	N/A
OR1C1	ENST00000408896.2	olfactory receptor, family 1, subfamily C, member 1 	5	1	0	0	1	0	hsa-miR-126-5p	-0.21	-0.21	N/A
ALG13	ENST00000371979.3	ALG13, UDP-N-acetylglucosaminyltransferase subunit 	612	1	0	0	1	4	hsa-miR-126-5p	-0.21	-0.22	N/A
P2RY12	ENST00000302632.3	purinergic receptor P2Y, G-protein coupled, 12 	5	3	1	0	2	0	hsa-miR-126-5p	-0.21	-0.37	N/A
RP11-386G21.1	ENST00000522186.1	Uncharacterized protein  	5	1	0	0	1	0	hsa-miR-126-5p	-0.21	-0.21	N/A
SLC4A10	ENST00000415876.2	solute carrier family 4, sodium bicarbonate transporter, member 10 	5	3	0	2	1	1	hsa-miR-126-5p	-0.21	-0.21	N/A
ERVV-1	ENST00000602168.1	endogenous retrovirus group V, member 1 	5	2	0	1	1	1	hsa-miR-126-5p	-0.21	-0.21	N/A
SC5D	ENST00000264027.4	sterol-C5-desaturase 	1299	2	1	0	1	4	hsa-miR-126-5p	-0.21	-0.26	N/A
RORA	ENST00000335670.6	RAR-related orphan receptor A 	102	8	3	3	2	5	hsa-miR-126-5p	-0.21	-0.25	N/A
CEP128	ENST00000281129.3	centrosomal protein 128kDa 	280	3	0	1	2	0	hsa-miR-126-5p	-0.21	-0.23	N/A
CTAGE1	ENST00000391403.2	cutaneous T-cell lymphoma-associated antigen 1 	5	2	0	0	2	0	hsa-miR-126-5p	-0.21	-0.21	N/A
TMCO4	ENST00000294543.6	transmembrane and coiled-coil domains 4 	13	1	1	0	0	0	hsa-miR-126-5p	-0.21	-0.21	N/A
LRRN2	ENST00000367175.1	leucine rich repeat neuronal 2 	12	2	0	0	2	0	hsa-miR-126-5p	-0.21	-0.21	N/A
WDR64	ENST00000366552.2	WD repeat domain 64 	5	2	1	0	1	1	hsa-miR-126-5p	-0.21	-0.21	N/A
PPFIA2	ENST00000549396.1	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2 	5	3	1	0	2	1	hsa-miR-126-5p	-0.21	-0.21	N/A
THAP6	ENST00000311638.3	THAP domain containing 6 	24	1	0	0	1	2	hsa-miR-126-5p	-0.21	-0.22	N/A
KYNU	ENST00000264170.4	kynureninase 	322	1	0	0	1	0	hsa-miR-126-5p	-0.21	-0.21	N/A
ALPP	ENST00000392027.2	alkaline phosphatase, placental 	5	2	0	0	2	0	hsa-miR-126-5p	-0.21	-0.21	N/A
C12orf57	ENST00000537087.1	chromosome 12 open reading frame 57 	2546	1	0	0	1	0	hsa-miR-126-5p	-0.21	-0.21	N/A
SLC5A11	ENST00000347898.3	solute carrier family 5 (sodium/inositol cotransporter), member 11 	5	1	0	0	1	0	hsa-miR-126-5p	-0.21	-0.21	N/A
ZNF814	ENST00000596604.1	zinc finger protein 814 	17	1	0	0	1	0	hsa-miR-126-5p	-0.21	-0.21	N/A
HBG1	ENST00000330597.3	hemoglobin, gamma A 	5	1	0	0	1	0	hsa-miR-126-5p	-0.21	-0.21	N/A
LACTB2	ENST00000276590.4	lactamase, beta 2 	772	1	0	0	1	1	hsa-miR-126-5p	-0.21	-0.27	N/A
VPS4B	ENST00000238497.5	vacuolar protein sorting 4 homolog B (S. cerevisiae) 	180	2	1	0	1	2	hsa-miR-126-5p	-0.21	-0.21	N/A
MLF1	ENST00000355893.5	myeloid leukemia factor 1 	458	2	0	1	1	1	hsa-miR-126-5p	-0.21	-0.26	N/A
BTLA	ENST00000334529.5	B and T lymphocyte associated 	5	7	1	0	6	3	hsa-miR-126-5p	-0.21	-0.31	N/A
CHD1L	ENST00000369258.4	chromodomain helicase DNA binding protein 1-like 	713	1	1	0	0	0	hsa-miR-126-5p	-0.20	-0.20	N/A
HRG	ENST00000232003.4	histidine-rich glycoprotein 	25	1	0	0	1	0	hsa-miR-126-5p	-0.20	-0.20	N/A
PNN	ENST00000216832.4	pinin, desmosome associated protein 	858	1	1	0	0	0	hsa-miR-126-5p	-0.20	-0.21	N/A
PLEKHB2	ENST00000438882.2	pleckstrin homology domain containing, family B (evectins) member 2 	1358	2	1	0	1	2	hsa-miR-126-5p	-0.20	-0.20	N/A
RPL26L1	ENST00000265100.2	ribosomal protein L26-like 1 	2493	1	0	1	0	0	hsa-miR-126-5p	-0.20	-0.20	N/A
GSDMC	ENST00000276708.4	gasdermin C 	5	1	0	0	1	0	hsa-miR-126-5p	-0.20	-0.20	N/A
CARTPT	ENST00000296777.4	CART prepropeptide 	5	1	0	1	0	1	hsa-miR-126-5p	-0.20	-0.20	N/A
LSM5	ENST00000409987.1	LSM5 homolog, U6 small nuclear RNA associated (S. cerevisiae) 	8380	2	0	1	1	0	hsa-miR-126-5p	-0.20	-0.22	N/A
TRIP6	ENST00000200457.4	thyroid hormone receptor interactor 6 	244	1	0	0	1	0	hsa-miR-126-5p	-0.20	-0.20	N/A
LPP	ENST00000312675.4	LIM domain containing preferred translocation partner in lipoma 	1894	6	2	1	3	4	hsa-miR-126-5p	-0.20	-0.20	N/A
MBL2	ENST00000373968.3	mannose-binding lectin (protein C) 2, soluble 	5	3	1	0	2	3	hsa-miR-126-5p	-0.20	-0.21	N/A
CYTIP	ENST00000264192.3	cytohesin 1 interacting protein 	8	9	2	3	4	2	hsa-miR-126-5p	-0.20	-1.01	N/A
CELA2B	ENST00000375910.3	chymotrypsin-like elastase family, member 2B 	5	1	0	0	1	0	hsa-miR-126-5p	-0.20	-0.20	N/A
C8orf37	ENST00000286688.5	chromosome 8 open reading frame 37 	70	4	0	3	1	3	hsa-miR-126-5p	-0.20	-0.20	N/A
ALDOB	ENST00000374855.4	aldolase B, fructose-bisphosphate 	5	2	0	0	2	0	hsa-miR-126-5p	-0.20	-0.20	N/A
TMPRSS13	ENST00000445164.2	transmembrane protease, serine 13 	5	1	0	0	1	0	hsa-miR-126-5p	-0.20	-0.20	N/A
C18orf32	ENST00000579820.1	chromosome 18 open reading frame 32 	733	4	1	2	1	2	hsa-miR-126-5p	-0.20	-0.52	N/A
PTPN22	ENST00000460620.1	protein tyrosine phosphatase, non-receptor type 22 (lymphoid) 	5	1	1	0	0	1	hsa-miR-126-5p	-0.20	-0.20	N/A
CDK20	ENST00000375871.4	cyclin-dependent kinase 20 	25	1	1	0	0	0	hsa-miR-126-5p	-0.20	-0.25	N/A
IL1F10	ENST00000393197.2	interleukin 1 family, member 10 (theta) 	5	1	0	0	1	1	hsa-miR-126-5p	-0.20	-0.20	N/A
CDK6	ENST00000265734.4	cyclin-dependent kinase 6 	1116	3	0	0	3	6	hsa-miR-126-5p	-0.20	-0.22	N/A
C12orf71	ENST00000429849.2	chromosome 12 open reading frame 71 	5	1	0	1	0	1	hsa-miR-126-5p	-0.20	-0.20	N/A
FGF16	ENST00000439435.1	fibroblast growth factor 16 	5	1	0	1	0	0	hsa-miR-126-5p	-0.20	-0.20	N/A
CPA3	ENST00000296046.3	carboxypeptidase A3 (mast cell) 	5	2	0	1	1	0	hsa-miR-126-5p	-0.20	-0.20	N/A
TLX3	ENST00000296921.5	T-cell leukemia homeobox 3 	21	1	0	0	1	0	hsa-miR-126-5p	-0.20	-0.20	N/A
LGALSL	ENST00000409537.2	lectin, galactoside-binding-like 	334	2	0	0	2	1	hsa-miR-126-5p	-0.20	-0.26	N/A
EIF3E	ENST00000220849.5	eukaryotic translation initiation factor 3, subunit E 	906	1	0	0	1	0	hsa-miR-126-5p	-0.20	-0.20	N/A
GRM8	ENST00000358373.3	glutamate receptor, metabotropic 8 	26	1	1	0	0	2	hsa-miR-126-5p	-0.20	-0.20	N/A
WDR35	ENST00000281405.4	WD repeat domain 35 	30	4	0	2	2	1	hsa-miR-126-5p	-0.20	-0.33	N/A
NPIPB4	ENST00000415645.2	nuclear pore complex interacting protein family, member B4 	5	1	0	0	1	0	hsa-miR-126-5p	-0.20	-0.20	N/A
GIMAP2	ENST00000223293.5	GTPase, IMAP family member 2 	5	1	0	0	1	0	hsa-miR-126-5p	-0.19	-0.19	N/A
ZNF260	ENST00000523638.1	zinc finger protein 260 	165	4	1	0	3	2	hsa-miR-126-5p	-0.19	-0.20	N/A
RP11-1212A22.4	ENST00000545114.1	NPIP-like protein 1  	5	1	0	0	1	0	hsa-miR-126-5p	-0.19	-0.19	N/A
SNX13	ENST00000409389.1	sorting nexin 13 	100	4	0	3	1	5	hsa-miR-126-5p	-0.19	-0.29	N/A
C19orf52	ENST00000270502.6	chromosome 19 open reading frame 52 	792	1	1	0	0	0	hsa-miR-126-5p	-0.19	-0.19	N/A
SLC15A5	ENST00000344941.3	solute carrier family 15, member 5 	5	2	0	0	2	1	hsa-miR-126-5p	-0.19	-0.19	N/A
ACY1	ENST00000476854.1	aminoacylase 1 	1268	1	0	0	1	0	hsa-miR-126-5p	-0.19	-0.19	N/A
BCAP29	ENST00000005259.4	B-cell receptor-associated protein 29 	326	3	1	1	1	1	hsa-miR-126-5p	-0.19	-0.20	N/A
YIPF5	ENST00000274496.5	Yip1 domain family, member 5 	594	2	0	0	2	0	hsa-miR-126-5p	-0.19	-0.20	N/A
TCP10	ENST00000397829.4	t-complex 10 	5	1	1	0	0	0	hsa-miR-126-5p	-0.19	-0.19	N/A
ROPN1	ENST00000184183.4	rhophilin associated tail protein 1 	5	1	0	0	1	0	hsa-miR-126-5p	-0.19	-0.19	N/A
BCMO1	ENST00000258168.2	beta-carotene 15,15'-monooxygenase 1 	5	1	0	0	1	0	hsa-miR-126-5p	-0.19	-0.19	N/A
MT1H	ENST00000569155.1	metallothionein 1H 	5	1	0	1	0	0	hsa-miR-126-5p	-0.19	-0.19	N/A
LIN9	ENST00000328205.5	lin-9 homolog (C. elegans) 	139	1	1	0	0	0	hsa-miR-126-5p	-0.19	-0.19	N/A
