Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
IST1	ENST00000329908.8	increased sodium tolerance 1 homolog (yeast) 	305	1	0	1	0	2	0	1	1	1	hsa-miR-497-5p	-0.48	-0.57	0.83	2009, 2011
ACTR2	ENST00000260641.5	ARP2 actin-related protein 2 homolog (yeast) 	71	1	1	0	0	1	0	1	0	1	hsa-miR-16-5p	-0.48	-0.48	0.39	2005, 2007, 2009, 2011
DYRK1B	ENST00000593685.1	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B 	7	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.48	-0.48	0.89	2007, 2009, 2011
CYB561	ENST00000584031.1	cytochrome b561 	10	1	0	1	0	3	0	2	1	4	hsa-miR-195-5p	-0.48	-0.48	< 0.1	
CCNT2	ENST00000295238.6	cyclin T2 	381	1	0	1	0	0	0	0	0	3	hsa-miR-16-5p	-0.48	-0.48	0.77	2005, 2007, 2009, 2011
SYT3	ENST00000338916.4	synaptotagmin III 	5	1	1	0	0	0	0	0	0	1	hsa-miR-497-5p	-0.48	-0.48	0.82	2009, 2011
KIAA0247	ENST00000342745.4	KIAA0247 	161	1	0	1	0	3	1	2	0	0	hsa-miR-15b-5p	-0.48	-0.48	0.73	2011
GAREM	ENST00000399218.4	GRB2 associated, regulator of MAPK1 	536	3	1	1	1	0	0	0	0	2	hsa-miR-424-5p	-0.48	-0.72	> 0.99	2009, 2011
ZBTB46	ENST00000245663.4	zinc finger and BTB domain containing 46 	71	2	1	1	0	2	0	2	0	0	hsa-miR-497-5p	-0.48	-0.48	0.97	2007, 2009, 2011
RBMS1	ENST00000348849.3	RNA binding motif, single stranded interacting protein 1 	90	2	1	1	0	0	0	0	0	0	hsa-miR-424-5p	-0.48	-0.48	0.91	2011
POLR3F	ENST00000377603.4	polymerase (RNA) III (DNA directed) polypeptide F, 39 kDa 	47	1	1	0	0	0	0	0	0	1	hsa-miR-424-5p	-0.48	-0.48	0.67	2005, 2007, 2009, 2011
MED26	ENST00000263390.3	mediator complex subunit 26 	5	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.48	-0.48	0.88	2007, 2009, 2011
PPM1E	ENST00000308249.2	protein phosphatase, Mg2+/Mn2+ dependent, 1E 	178	2	0	2	0	0	0	0	0	0	hsa-miR-16-5p	-0.48	-0.49	0.88	2005, 2007, 2011
DLL1	ENST00000366756.3	delta-like 1 (Drosophila) 	85	2	0	2	0	0	0	0	0	0	hsa-miR-15a-5p	-0.48	-0.48	0.90	2005, 2007, 2009, 2011
UBQLNL	ENST00000380184.1	ubiquilin-like 	5	1	1	0	0	0	0	0	0	1	hsa-miR-497-5p	-0.48	-0.48	0.30	2007, 2009, 2011
SLC2A14	ENST00000340749.5	solute carrier family 2 (facilitated glucose transporter), member 14 	14	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.47	-0.47	0.90	2005, 2007, 2009, 2011
TBPL1	ENST00000237264.4	TBP-like 1 	69	1	0	1	0	0	0	0	0	0	hsa-miR-15b-5p	-0.47	-0.47	0.76	2005, 2007, 2009, 2011
NDP	ENST00000378062.5	Norrie disease (pseudoglioma) 	5	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.47	-0.47	0.12	2009, 2011
BTRC	ENST00000370187.3	beta-transducin repeat containing E3 ubiquitin protein ligase 	96	2	2	0	0	0	0	0	0	1	hsa-miR-424-5p	-0.47	-0.73	0.97	2005, 2007, 2009, 2011
BPIFA1	ENST00000354297.4	BPI fold containing family A, member 1 	5	1	0	1	0	0	0	0	0	0	hsa-miR-195-5p	-0.47	-0.47	0.53	2009, 2011
TMEM161B	ENST00000506536.1	transmembrane protein 161B 	14	1	0	1	0	1	0	1	0	0	hsa-miR-15a-5p	-0.47	-0.47	0.32	
WDR82	ENST00000296490.3	WD repeat domain 82 	319	1	0	1	0	2	0	1	1	0	hsa-miR-16-5p	-0.47	-0.49	0.69	2009, 2011
NFS1	ENST00000374092.4	NFS1 cysteine desulfurase 	629	2	0	2	0	0	0	0	0	0	hsa-miR-15a-5p	-0.47	-0.47	0.87	2009, 2011
ALOX12	ENST00000251535.6	arachidonate 12-lipoxygenase 	5	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.47	-0.47	0.33	2009, 2011
GADD45G	ENST00000252506.6	growth arrest and DNA-damage-inducible, gamma 	155	1	0	1	0	2	1	1	0	4	hsa-miR-16-5p	-0.47	-1.22	0.60	
FBXW7	ENST00000281708.4	F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase 	12	1	1	0	0	0	0	0	0	0	hsa-miR-16-5p	-0.47	-0.47	0.88	2007, 2009, 2011
SEMA6D	ENST00000355997.3	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D 	179	1	1	0	0	1	0	1	0	1	hsa-miR-15a-5p	-0.47	-0.50	0.84	2005, 2007, 2009, 2011
EPT1	ENST00000260585.7	ethanolaminephosphotransferase 1 (CDP-ethanolamine-specific) 	449	2	0	2	0	0	0	0	0	1	hsa-miR-195-5p	-0.47	-0.55	0.86	2005, 2007, 2009, 2011
RNF24	ENST00000336095.6	ring finger protein 24 	448	1	0	1	0	2	0	2	0	5	hsa-miR-15a-5p	-0.47	-0.72	0.81	2011
SPAG7	ENST00000575142.1	sperm associated antigen 7 	4355	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.47	-0.47	0.83	2007, 2009, 2011
VTI1B	ENST00000554659.1	vesicle transport through interaction with t-SNAREs 1B 	264	1	0	1	0	1	1	0	0	1	hsa-miR-16-5p	-0.47	-0.53	0.68	
YWHAH	ENST00000397492.1	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide 	7321	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.47	-0.50	0.66	2005, 2007, 2009, 2011
E2F7	ENST00000416496.2	E2F transcription factor 7 	308	1	0	1	0	1	0	1	0	2	hsa-miR-16-5p	-0.47	-0.49	0.67	2005, 2007, 2009, 2011
WBP11	ENST00000261167.2	WW domain binding protein 11 	130	1	1	0	0	0	0	0	0	1	hsa-miR-424-5p	-0.47	-0.47	0.89	2005, 2007, 2009, 2011
TMEM55B	ENST00000250489.4	transmembrane protein 55B 	623	1	1	0	0	0	0	0	0	1	hsa-miR-497-5p	-0.47	-0.47	0.83	2009, 2011
C3orf27	ENST00000356020.2	chromosome 3 open reading frame 27 	5	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.47	-0.47	< 0.1	2011
ENTPD7	ENST00000370489.4	ectonucleoside triphosphate diphosphohydrolase 7 	136	2	0	2	0	1	0	1	0	0	hsa-miR-15a-5p	-0.46	-0.53	0.87	2011
GABARAPL1	ENST00000266458.5	GABA(A) receptor-associated protein like 1 	117	1	0	1	0	2	0	1	1	1	hsa-miR-16-5p	-0.46	-0.80	0.65	2009, 2011
PAFAH1B1	ENST00000397195.5	platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa) 	1570	3	1	2	0	0	0	0	0	1	hsa-miR-497-5p	-0.46	-0.67	0.93	2005, 2007, 2009, 2011
TFAP2D	ENST00000008391.3	transcription factor AP-2 delta (activating enhancer binding protein 2 delta) 	5	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.46	-0.46	0.69	2005, 2007, 2009, 2011
KIF21A	ENST00000361961.3	kinesin family member 21A 	37	1	1	0	0	0	0	0	0	0	hsa-miR-16-5p	-0.46	-0.46	0.86	2005, 2007, 2009, 2011
RNF125	ENST00000217740.3	ring finger protein 125, E3 ubiquitin protein ligase 	214	1	0	1	0	1	0	0	1	0	hsa-miR-195-5p	-0.46	-0.46	0.78	2005, 2007, 2009, 2011
FAM57B	ENST00000564806.1	family with sequence similarity 57, member B 	5	2	0	2	0	1	0	0	1	1	hsa-miR-497-5p	-0.46	-0.46	< 0.1	
TFRC	ENST00000540528.1	transferrin receptor 	296	1	0	1	0	0	0	0	0	2	hsa-miR-15a-5p	-0.46	-0.46	ORF	
INSR	ENST00000341500.5	insulin receptor 	577	2	0	1	1	3	0	3	0	2	hsa-miR-15b-5p	-0.46	-0.48	0.96	2007, 2009, 2011
PCMT1	ENST00000367384.2	protein-L-isoaspartate (D-aspartate) O-methyltransferase 	573	1	0	1	0	1	0	1	0	1	hsa-miR-195-5p	-0.46	-0.77	0.77	2005, 2007, 2009, 2011
TACC1	ENST00000330691.6	transforming, acidic coiled-coil containing protein 1 	186	2	0	2	0	0	0	0	0	3	hsa-miR-16-5p	-0.46	-0.64	0.74	2007, 2009, 2011
WNT2B	ENST00000369686.5	wingless-type MMTV integration site family, member 2B 	5	1	0	0	1	2	0	2	0	3	hsa-miR-497-5p	-0.46	-0.46	0.74	2005, 2007
HELZ	ENST00000358691.5	helicase with zinc finger 	571	1	1	0	0	1	0	0	1	3	hsa-miR-16-5p	-0.45	-0.50	0.94	2005, 2007, 2009, 2011
RECK	ENST00000377966.3	reversion-inducing-cysteine-rich protein with kazal motifs 	10	1	1	0	0	0	0	0	0	0	hsa-miR-497-5p	-0.45	-0.45	0.90	2005, 2007, 2009, 2011
RAB9A	ENST00000464506.1	RAB9A, member RAS oncogene family 	742	1	0	1	0	0	0	0	0	0	hsa-miR-15b-5p	-0.45	-0.45	0.77	2011
GABBR1	ENST00000376977.3	gamma-aminobutyric acid (GABA) B receptor, 1 	213	1	0	1	0	0	0	0	0	5	hsa-miR-15a-5p	-0.45	-0.45	< 0.1	
TRMT112	ENST00000535126.1	tRNA methyltransferase 11-2 homolog (S. cerevisiae) 	283	2	0	2	0	0	0	0	0	0	hsa-miR-15b-5p	-0.45	-0.46	ORF	
KIAA1328	ENST00000592521.1	KIAA1328 	155	1	0	1	0	1	0	0	1	0	hsa-miR-195-5p	-0.45	-0.45	0.53	
CIDEB	ENST00000554411.1	cell death-inducing DFFA-like effector b 	26	1	1	0	0	0	0	0	0	0	hsa-miR-497-5p	-0.45	-0.45	< 0.1	
DCP1A	ENST00000607628.1	decapping mRNA 1A 	87	1	1	0	0	1	0	1	0	0	hsa-miR-424-5p	-0.45	-0.45	0.87	2011
MMS19	ENST00000327277.7	MMS19 nucleotide excision repair homolog (S. cerevisiae) 	1062	3	0	3	0	1	0	1	0	0	hsa-miR-15a-5p	-0.45	-0.46	0.39	
HIGD1A	ENST00000321331.7	HIG1 hypoxia inducible domain family, member 1A 	254	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.45	-0.47	0.74	2007, 2009, 2011
ALAD	ENST00000409155.3	aminolevulinate dehydratase 	1922	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.45	-0.45	0.63	2011
CPEB2	ENST00000538197.1	cytoplasmic polyadenylation element binding protein 2 	367	2	2	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.45	-0.47	0.99	2005, 2007, 2009, 2011
SGK1	ENST00000367858.5	serum/glucocorticoid regulated kinase 1 	369	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.44	-0.45	0.88	2005, 2007, 2009, 2011
VPS4A	ENST00000254950.11	vacuolar protein sorting 4 homolog A (S. cerevisiae) 	430	1	0	1	0	0	0	0	0	1	hsa-miR-15a-5p	-0.44	-0.44	0.77	2009, 2011
SLIT2	ENST00000504154.1	slit homolog 2 (Drosophila) 	579	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.44	-0.45	0.90	
PCDHA3	ENST00000522353.2	protocadherin alpha 3 	86	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.44	-0.44	0.87	2005, 2007, 2009, 2011
GALNT7	ENST00000265000.4	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 7 (GalNAc-T7) 	953	1	0	1	0	0	0	0	0	2	hsa-miR-497-5p	-0.44	-0.45	0.68	2009, 2011
SNX16	ENST00000353788.4	sorting nexin 16 	156	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.44	-0.44	0.49	2005, 2007, 2009, 2011
CHAC1	ENST00000446533.3	ChaC, cation transport regulator homolog 1 (E. coli) 	190	1	1	0	0	0	0	0	0	1	hsa-miR-497-5p	-0.44	-0.44	0.89	2007, 2009, 2011
ZNF449	ENST00000339249.4	zinc finger protein 449 	345	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.44	-0.45	0.80	2009, 2011
CDK8	ENST00000536792.1	cyclin-dependent kinase 8 	280	1	0	0	1	0	0	0	0	1	hsa-miR-16-5p	-0.43	-0.44	0.84	
MIPOL1	ENST00000327441.7	mirror-image polydactyly 1 	45	1	0	1	0	0	0	0	0	1	hsa-miR-497-5p	-0.43	-0.43	0.77	2005, 2007, 2009, 2011
PHACTR2	ENST00000427704.2	phosphatase and actin regulator 2 	274	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.43	-0.43	0.76	2005, 2007, 2009, 2011
GORASP2	ENST00000234160.4	golgi reassembly stacking protein 2, 55kDa 	1944	1	0	1	0	1	0	1	0	0	hsa-miR-15a-5p	-0.43	-0.46	0.60	2007, 2009, 2011
PLRG1	ENST00000499023.2	pleiotropic regulator 1 	457	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.43	-0.45	0.74	2011
AGO4	ENST00000373210.3	argonaute RISC catalytic component 4 	96	2	0	2	0	1	0	1	0	1	hsa-miR-15a-5p	-0.43	-0.51	0.91	2005, 2007, 2009, 2011
STRADB	ENST00000392249.2	STE20-related kinase adaptor beta 	12	1	0	1	0	0	0	0	0	0	hsa-miR-195-5p	-0.43	-0.43	0.72	2007, 2009, 2011
CDK17	ENST00000543119.2	cyclin-dependent kinase 17 	475	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.43	-0.44	0.87	2005, 2007, 2009, 2011
BDNF	ENST00000439476.2	brain-derived neurotrophic factor 	2696	1	0	1	0	0	0	0	0	2	hsa-miR-16-5p	-0.43	-0.48	0.76	2005, 2007, 2009, 2011
RFX3	ENST00000382004.3	regulatory factor X, 3 (influences HLA class II expression) 	37	2	2	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.43	-0.67	0.95	
CARM1	ENST00000327064.4	coactivator-associated arginine methyltransferase 1 	663	2	0	2	0	0	0	0	0	0	hsa-miR-15a-5p	-0.43	-0.44	0.88	2007, 2009, 2011
SCN8A	ENST00000354534.6	sodium channel, voltage gated, type VIII, alpha subunit 	44	2	1	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.43	-0.43	0.88	2007, 2009, 2011
PLD1	ENST00000342215.6	phospholipase D1, phosphatidylcholine-specific 	128	1	0	1	0	1	0	1	0	1	hsa-miR-15b-5p	-0.43	-0.43	0.19	
CDC14A	ENST00000370125.2	cell division cycle 14A 	123	1	1	0	0	0	0	0	0	1	hsa-miR-424-5p	-0.43	-0.43	< 0.1	2009
ATXN7L3	ENST00000454077.2	ataxin 7-like 3 	43	2	0	2	0	0	0	0	0	2	hsa-miR-15b-5p	-0.43	-0.44	0.89	2009, 2011
PPT2	ENST00000361568.2	palmitoyl-protein thioesterase 2 	147	2	0	2	0	0	0	0	0	1	hsa-miR-16-5p	-0.43	-0.43	0.83	2011
KIF5A	ENST00000455537.2	kinesin family member 5A 	5	1	1	0	0	1	0	0	1	1	hsa-miR-424-5p	-0.43	-0.43	0.82	2005, 2007, 2009, 2011
FGF18	ENST00000274625.5	fibroblast growth factor 18 	5	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.43	-0.43	0.86	2011
TENM2	ENST00000519204.1	teneurin transmembrane protein 2 	162	1	1	0	0	0	0	0	0	1	hsa-miR-195-5p	-0.43	-0.43	0.86	2007, 2009, 2011
ZNF609	ENST00000326648.3	zinc finger protein 609 	103	2	0	2	0	1	0	1	0	3	hsa-miR-15a-5p	-0.43	-0.45	0.86	2007, 2009, 2011
LUZP1	ENST00000418342.1	leucine zipper protein 1 	434	3	0	3	0	2	1	1	0	2	hsa-miR-15a-5p	-0.43	-0.48	0.98	2005, 2007, 2009, 2011
MYLK	ENST00000360772.3	myosin light chain kinase 	2964	1	1	0	0	0	0	0	0	1	hsa-miR-424-5p	-0.42	-0.49	0.90	2007, 2009, 2011
TMCC1	ENST00000432054.2	transmembrane and coiled-coil domain family 1 	97	2	0	1	1	1	0	1	0	1	hsa-miR-195-5p	-0.42	-0.62	0.95	2005, 2007, 2009, 2011
CDC27	ENST00000066544.3	cell division cycle 27 	438	2	0	1	1	0	0	0	0	0	hsa-miR-16-5p	-0.42	-0.56	0.95	2005, 2007, 2009, 2011
KIAA1432	ENST00000414202.2	KIAA1432 	1366	2	1	1	0	0	0	0	0	0	hsa-miR-424-5p	-0.42	-0.55	0.67	2011
DOLPP1	ENST00000540102.1	dolichyldiphosphatase 1 	963	2	0	2	0	0	0	0	0	1	hsa-miR-15a-5p	-0.42	-0.42	0.84	2005, 2007, 2009, 2011
GSTCD	ENST00000515279.1	glutathione S-transferase, C-terminal domain containing 	411	1	1	0	0	0	0	0	0	0	hsa-miR-195-5p	-0.42	-0.42	0.66	2009, 2011
RAB40AL	ENST00000218249.5	RAB40A, member RAS oncogene family-like 	5	1	0	1	0	0	0	0	0	0	hsa-miR-15b-5p	-0.42	-0.42	0.49	
ZMYM2	ENST00000382869.3	zinc finger, MYM-type 2 	172	1	1	0	0	2	1	1	0	0	hsa-miR-424-5p	-0.42	-0.47	0.84	2007, 2009, 2011
IHH	ENST00000295731.6	indian hedgehog 	238	1	1	0	0	0	0	0	0	0	hsa-miR-497-5p	-0.42	-0.42	0.81	2007, 2009, 2011
HMGA1	ENST00000347617.6	high mobility group AT-hook 1 	2024	1	1	0	0	0	0	0	0	1	hsa-miR-424-5p	-0.42	-0.42	0.54	2007, 2009, 2011
GYLTL1B	ENST00000529052.1	glycosyltransferase-like 1B 	7	1	1	0	0	0	0	0	0	0	hsa-miR-497-5p	-0.42	-0.42	< 0.1	2009, 2011
PDCD11	ENST00000369797.3	programmed cell death 11 	1551	1	0	1	0	0	0	0	0	1	hsa-miR-16-5p	-0.42	-0.42	0.54	2011
CCNYL1	ENST00000295414.3	cyclin Y-like 1 	111	1	0	0	1	0	0	0	0	1	hsa-miR-15a-5p	-0.42	-0.42	0.86	2007, 2011
CD28	ENST00000324106.8	CD28 molecule 	5	1	1	0	0	0	0	0	0	1	hsa-miR-424-5p	-0.42	-0.42	0.80	2005, 2007, 2009, 2011
VWC2L	ENST00000427124.1	von Willebrand factor C domain containing protein 2-like 	5	1	1	0	0	0	0	0	0	0	hsa-miR-497-5p	-0.42	-0.42	0.28	
LITAF	ENST00000413364.2	lipopolysaccharide-induced TNF factor 	11008	1	0	1	0	2	0	2	0	1	hsa-miR-15a-5p	-0.42	-0.62	0.32	2011
USP3	ENST00000380324.3	ubiquitin specific peptidase 3 	583	1	0	1	0	0	0	0	0	2	hsa-miR-195-5p	-0.42	-0.44	0.66	2011
PPM1D	ENST00000305921.3	protein phosphatase, Mg2+/Mn2+ dependent, 1D 	896	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.42	-0.46	0.90	2011
CCND3	ENST00000372991.4	cyclin D3 	271	1	0	0	1	1	0	1	0	1	hsa-miR-497-5p	-0.42	-0.42	0.86	2009, 2011
MTMR11	ENST00000406732.3	myotubularin related protein 11 	16	1	0	0	1	1	0	1	0	1	hsa-miR-15b-5p	-0.42	-0.42	0.26	
ACVR2B	ENST00000352511.4	activin A receptor, type IIB 	21	3	0	2	1	1	0	1	0	1	hsa-miR-424-5p	-0.42	-0.61	> 0.99	2007, 2009, 2011
LMAN2L	ENST00000264963.4	lectin, mannose-binding 2-like 	355	2	0	2	0	1	0	1	0	0	hsa-miR-15a-5p	-0.42	-0.51	0.79	2005, 2007, 2009, 2011
SCOC	ENST00000608372.1	short coiled-coil protein 	922	1	0	1	0	3	1	1	1	0	hsa-miR-16-5p	-0.42	-0.90	0.77	2005, 2007, 2009, 2011
SLC2A3	ENST00000075120.7	solute carrier family 2 (facilitated glucose transporter), member 3 	5	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.41	-0.41	0.90	2005, 2007, 2009, 2011
MAP2K1	ENST00000307102.5	mitogen-activated protein kinase kinase 1 	8	1	1	0	0	0	0	0	0	1	hsa-miR-424-5p	-0.41	-0.43	0.86	2011
PSMD7	ENST00000219313.4	proteasome (prosome, macropain) 26S subunit, non-ATPase, 7 	826	1	1	0	0	0	0	0	0	1	hsa-miR-497-5p	-0.41	-0.52	< 0.1	2009, 2011
DENND6A	ENST00000311128.5	DENN/MADD domain containing 6A 	139	1	0	1	0	1	0	0	1	1	hsa-miR-424-5p	-0.41	-0.41	0.86	2007, 2009, 2011
AREL1	ENST00000356357.4	apoptosis resistant E3 ubiquitin protein ligase 1 	28	1	0	1	0	3	1	1	1	0	hsa-miR-424-5p	-0.41	-0.44	0.66	2009, 2011
RYBP	ENST00000477973.2	RING1 and YY1 binding protein 	342	1	0	1	0	2	0	1	1	1	hsa-miR-497-5p	-0.41	-0.44	0.79	2005, 2007
SLC41A2	ENST00000258538.3	solute carrier family 41 (magnesium transporter), member 2 	224	1	0	1	0	1	0	1	0	0	hsa-miR-16-5p	-0.41	-0.55	0.67	2011
ISLR	ENST00000249842.3	immunoglobulin superfamily containing leucine-rich repeat 	6	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.41	-0.41	0.79	2009, 2011
CPEB3	ENST00000412050.4	cytoplasmic polyadenylation element binding protein 3 	48	1	1	0	0	2*	0	1	0	0	hsa-miR-195-5p	-0.41	-0.45	0.90	2005, 2007, 2009, 2011
TPD52L3	ENST00000344545.5	tumor protein D52-like 3 	5	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.41	-0.41	0.63	
TRANK1	ENST00000428977.2	tetratricopeptide repeat and ankyrin repeat containing 1 	140	2	0	2	0	2	0	2	0	0	hsa-miR-15b-5p	-0.41	-0.41	0.82	2009, 2011
G0S2	ENST00000367029.4	G0/G1switch 2 	5	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.41	-0.41	0.74	2005, 2007, 2009, 2011
SMURF2	ENST00000262435.9	SMAD specific E3 ubiquitin protein ligase 2 	978	1	0	0	1	1	0	1	0	0	hsa-miR-497-5p	-0.41	-0.56	0.90	2005, 2007, 2009, 2011
SCN2A	ENST00000375437.2	sodium channel, voltage-gated, type II, alpha subunit 	7	1	0	1	0	0	0	0	0	1	hsa-miR-16-5p	-0.41	-0.41	0.62	
SYNJ1	ENST00000357345.3	synaptojanin 1 	143	1	0	1	0	2	0	2	0	0	hsa-miR-16-5p	-0.41	-0.46	0.58	2005, 2007, 2009, 2011
MAP7	ENST00000354570.3	microtubule-associated protein 7 	444	2	0	2	0	0	0	0	0	1	hsa-miR-16-5p	-0.41	-0.47	0.95	2005, 2007, 2009, 2011
SYT4	ENST00000255224.3	synaptotagmin IV 	11	1	0	1	0	0	0	0	0	0	hsa-miR-424-5p	-0.41	-0.41	0.59	2009, 2011
DYNLL2	ENST00000579991.2	dynein, light chain, LC8-type 2 	1162	2	1	1	0	3	0	2	1	6	hsa-miR-15b-5p	-0.40	-1.00	0.78	
ATXN2	ENST00000550104.1	ataxin 2 	7	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.40	-0.41	0.86	2005, 2007, 2009, 2011
SYDE2	ENST00000341460.5	synapse defective 1, Rho GTPase, homolog 2 (C. elegans) 	72	1	1	0	0	0	0	0	0	1	hsa-miR-424-5p	-0.40	-0.40	0.67	2009, 2011
RFWD2	ENST00000367669.3	ring finger and WD repeat domain 2, E3 ubiquitin protein ligase 	81	1	0	1	0	0	0	0	0	0	hsa-miR-15b-5p	-0.40	-0.40	0.52	2011
ELL2	ENST00000237853.4	elongation factor, RNA polymerase II, 2 	397	1	0	0	1	1	1	0	0	1	hsa-miR-424-5p	-0.40	-0.42	0.78	2009, 2011
FAM91A1	ENST00000334705.7	family with sequence similarity 91, member A1 	731	1	1	0	0	1	0	1	0	1	hsa-miR-15b-5p	-0.40	-0.41	0.39	2007, 2009, 2011
DYNC1I1	ENST00000447467.2	dynein, cytoplasmic 1, intermediate chain 1 	25	2	0	2	0	0	0	0	0	0	hsa-miR-424-5p	-0.40	-0.46	0.79	2007
STK33	ENST00000447869.1	serine/threonine kinase 33 	13	1	1	0	0	0	0	0	0	2	hsa-miR-15a-5p	-0.40	-0.72	0.47	2005, 2007, 2011
SOCS6	ENST00000397942.3	suppressor of cytokine signaling 6 	140	1	1	0	0	0	0	0	0	0	hsa-miR-497-5p	-0.40	-0.40	0.90	2005, 2007, 2009, 2011
PDCD4	ENST00000280154.7	programmed cell death 4 (neoplastic transformation inhibitor) 	612	2	0	1	1	0	0	0	0	0	hsa-miR-15a-5p	-0.40	-0.49	0.96	2005, 2007, 2009, 2011
PAM	ENST00000438793.3	peptidylglycine alpha-amidating monooxygenase 	17149	1	0	0	1	0	0	0	0	0	hsa-miR-424-5p	-0.40	-0.40	0.86	2005, 2007, 2009, 2011
C2orf72	ENST00000373640.4	chromosome 2 open reading frame 72 	3885	1	0	0	1	0	0	0	0	2	hsa-miR-16-5p	-0.40	-0.45	0.71	2011
MYT1L	ENST00000399161.2	myelin transcription factor 1-like 	5	2	0	2	0	0	0	0	0	1	hsa-miR-15a-5p	-0.40	-0.40	0.90	2005, 2007, 2009, 2011
FRY	ENST00000380250.3	furry homolog (Drosophila) 	18	1	0	0	1	0	0	0	0	1	hsa-miR-16-5p	-0.40	-0.40	0.78	2007, 2009, 2011
PLEKHA1	ENST00000538022.1	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1 	1172	1	1	0	0	0	0	0	0	0	hsa-miR-497-5p	-0.39	-0.41	0.22	2007, 2009, 2011
ARIH1	ENST00000379887.4	ariadne RBR E3 ubiquitin protein ligase 1 	671	2	0	2	0	1	0	1	0	0	hsa-miR-16-5p	-0.39	-0.69	0.86	
CYP26B1	ENST00000001146.2	cytochrome P450, family 26, subfamily B, polypeptide 1 	1315	1	1	0	0	0	0	0	0	1	hsa-miR-497-5p	-0.39	-0.39	0.89	2005, 2007, 2009, 2011
ELMSAN1	ENST00000394071.2	ELM2 and Myb/SANT-like domain containing 1 	15	2	0	2	0	1	0	1	0	2	hsa-miR-195-5p	-0.39	-0.39	0.84	2009, 2011
PID1	ENST00000392054.3	phosphotyrosine interaction domain containing 1 	896	1	0	1	0	1	0	1	0	0	hsa-miR-195-5p	-0.39	-0.46	0.31	2007, 2009, 2011
RELN	ENST00000428762.1	reelin 	252	1	0	1	0	1	0	0	1	0	hsa-miR-16-5p	-0.39	-0.46	0.60	2005, 2007, 2011
PARD6B	ENST00000371610.2	par-6 family cell polarity regulator beta 	277	2	0	0	2	0	0	0	0	0	hsa-miR-424-5p	-0.39	-0.40	0.96	2009, 2011
CACNA2D1	ENST00000356860.3	calcium channel, voltage-dependent, alpha 2/delta subunit 1 	418	1	1	0	0	1	0	1	0	0	hsa-miR-15b-5p	-0.39	-0.39	0.70	
NSG1	ENST00000421177.2	Neuron-specific protein family member 1  	25	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.39	-0.39	0.60	2005, 2007, 2011
MOB3B	ENST00000262244.5	MOB kinase activator 3B 	52	2	2	0	0	0	0	0	0	0	hsa-miR-497-5p	-0.39	-0.56	0.97	2005, 2007, 2009, 2011
